,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20
Alfred Jules Ayer_3 Perception.txt,"('objects', 12)","('ayer', 11)","('perceptual', 11)","('perception', 10)","('experience', 10)","('physical', 8)","('system', 8)","('statements', 7)","('could', 7)","('sensedata', 7)","('judgments', 6)","('would', 5)","('perceptions', 5)","('view', 4)","('object', 4)","('class', 4)","('theory', 4)","('part', 4)","('illusion', 4)","('strawson', 4)"
Mental Representation_7 Internalism and Externalism.txt,"('content', 19)","('narrow', 10)","('mental', 9)","('representations', 7)","('mind', 6)","('determined', 5)","('fodor', 5)","('contents', 5)","('external', 5)","('intrinsic', 4)","('may', 4)","('factors', 4)","('see', 4)","('thought', 4)","('like', 3)","('since', 3)","('psychological', 3)","('causal', 3)","('externalism', 3)","('argued', 3)"
Supervenience_3 Supervenience and Other Relations.txt,"('supervenience', 67)","('property', 52)","('properties', 47)","('see', 40)","('supervene', 26)","('necessity', 25)","('bproperties', 22)","('without', 21)","('aproperties', 21)","('case', 21)","('fact', 19)","('respect', 19)","('whether', 19)","('two', 18)","('necessary', 17)","('one', 17)","('metaphysical', 16)","('mental', 16)","('cannot', 15)","('ontological', 15)"
States of Affairs_3 Facts and States of Affairs.txt,"('affairs', 29)","('socrates', 24)","('wise', 24)","('facts', 23)","('state', 16)","('states', 13)","('fact', 13)","('see', 11)","('true', 11)","('armstrong', 9)","('cannot', 8)","('particulars', 8)","('possible', 8)","('truthmaker', 7)","('exists', 7)","('obtain', 7)","('existence', 6)","('truth', 5)","('relation', 5)","('obtains', 5)"
Intuitionism in the Philosophy of Mathematics_1 Brouwer.txt,"('brouwer', 10)","('mathematics', 10)","('life', 7)","('philosophy', 7)","('famous', 4)","('time', 4)","('intuitionism', 4)","('became', 3)","('age', 3)","('conflict', 3)","('many', 3)","('mathematicians', 3)","('dissertation', 3)","('although', 3)","('theory', 3)","('point', 3)","('according', 3)","('one', 3)","('weyl', 3)","('university', 2)"
Teleological Theories of Mental Content_1 Broad Aims.txt,"('content', 41)","('theories', 26)","('representation', 23)","('mental', 22)","('teleological', 18)","('cat', 13)","('states', 12)","('nature', 9)","('things', 8)","('misrepresentation', 8)","('newspaper', 8)","('must', 7)","('intentionality', 7)","('also', 7)","('representations', 7)","('chocolate', 6)","('objects', 6)","('often', 6)","('problem', 6)","('normative', 6)"
Vienna Circle_3 Selected Doctrines and their Criticisms.txt,"('carnap', 123)","('terms', 83)","('theoretical', 78)","('criterion', 76)","('science', 67)","('circle', 61)","('see', 60)","('vienna', 59)","('logical', 58)","('empirical', 52)","('statements', 51)","('significance', 48)","('philosophy', 46)","('also', 46)","('theory', 46)","('one', 46)","('distinction', 39)","('language', 39)","('scientific', 38)","('must', 37)"
Alfred North Whitehead_4 Philosophy of Science.txt,"('whitehead', 35)","('nature', 28)","('perception', 15)","('sense', 14)","('qualities', 14)","('world', 12)","('philosophy', 11)","('matter', 11)","('scientific', 11)","('theory', 10)","('data', 9)","('mind', 9)","('science', 8)","('relatedness', 8)","('wrote', 8)","('concrete', 8)","('quantum', 8)","('relations', 7)","('physics', 7)","('also', 7)"
Qualia_2 Which Mental States Possess Qualia.txt,"('feeling', 10)","('example', 7)","('experience', 6)","('images', 6)","('experiences', 5)","('also', 4)","('something', 4)","('may', 4)","('included', 3)","('list', 3)","('sensations', 3)","('view', 3)","('modality', 3)","('experiential', 3)","('thought', 3)","('thoughts', 3)","('phenomenal', 3)","('would', 2)","('certainly', 2)","('involved', 2)"
Representational Theories of Consciousness_5 What Its Like.txt,"('quality', 23)","('like', 18)","('fact', 17)","('sense', 14)","('wil', 14)","('sensory', 13)","('experience', 13)","('color', 13)","('one', 12)","('properties', 12)","('phenomenal', 11)","('property', 9)","('subject', 8)","('state', 8)","('way', 8)","('gap', 8)","('new', 8)","('something', 7)","('arguments', 7)","('argument', 7)"
Consciousness and Intentionality_5 Varieties of Intentionalism.txt,"('intentionality', 19)","('content', 19)","('mind', 13)","('analytic', 9)","('mental', 9)","('sense', 8)","('thought', 8)","('intentional', 7)","('philosophy', 7)","('may', 7)","('tradition', 6)","('objects', 6)","('fregean', 6)","('states', 6)","('expressions', 6)","('linguistic', 6)","('must', 6)","('determined', 6)","('twentieth', 5)","('century', 5)"
Descriptions_5 Objections to the Theory of Descriptions.txt,"('descriptions', 25)","('say', 18)","('cases', 17)","('one', 17)","('example', 15)","('truth', 14)","('murderer', 14)","('king', 13)","('utterance', 13)","('definite', 13)","('france', 11)","('sentence', 11)","('false', 11)","('jones', 11)","('table', 11)","('problem', 11)","('strawson', 10)","('claim', 10)","('case', 10)","('literally', 10)"
Freges Theorem and Foundations for Arithmetic_5 Freges Theorem.txt,"('natural', 34)","('number', 31)","('theorem', 28)","('lemma', 27)","('principle', 25)","('proof', 23)","('numbers', 21)","('amp', 20)","('induction', 19)","('forall', 18)","('concept', 17)","('predecessor', 15)","('relation', 14)","('falls', 13)","('follows', 12)","('fact', 12)","('equinumerosity', 12)","('every', 12)","('successors', 12)","('frege', 11)"
Model Theory_5 Models and modelling.txt,"('model', 15)","('theory', 12)","('models', 10)","('modeltheoretic', 7)","('form', 6)","('structures', 6)","('language', 5)","('science', 5)","('pictures', 5)","('diagrams', 5)","('phenomenon', 4)","('sense', 4)","('system', 4)","('see', 4)","('hand', 4)","('equation', 4)","('formal', 3)","('structure', 3)","('different', 3)","('often', 3)"
Thomas Kuhn_1 Life and Career.txt,"('science', 24)","('kuhn', 19)","('history', 12)","('scientific', 12)","('philosophy', 10)","('feyerabend', 7)","('paradigm', 7)","('theories', 7)","('work', 6)","('among', 6)","('physics', 5)","('also', 5)","('published', 5)","('structure', 5)","('revolutions', 5)","('developed', 4)","('interest', 4)","('harvard', 4)","('time', 4)","('first', 4)"
The Computational Theory of Mind_1 Turing machines.txt,"('turing', 21)","('machine', 13)","('computation', 6)","('algorithm', 5)","('model', 5)","('computing', 5)","('machines', 5)","('utm', 5)","('symbols', 4)","('symbolic', 4)","('configurations', 4)","('computer', 4)","('instructions', 3)","('proved', 3)","('human', 3)","('finite', 3)","('one', 3)","('mimic', 3)","('memory', 3)","('notions', 2)"
Rudolf Carnap_2 Toward the Aufbau.txt,"('carnap', 46)","('could', 15)","('world', 13)","('space', 12)","('experience', 10)","('system', 8)","('project', 8)","('aufbau', 8)","('secondary', 7)","('mathematics', 7)","('youth', 7)","('movement', 7)","('first', 7)","('two', 7)","('see', 7)","('basis', 7)","('knowledge', 7)","('logical', 7)","('construction', 7)","('fictions', 7)"
Alfred North Whitehead_7 Religion.txt,"('religion', 49)","('whitehead', 30)","('science', 23)","('god', 20)","('life', 19)","('fact', 13)","('religious', 13)","('world', 11)","('ultimate', 11)","('quality', 11)","('something', 10)","('process', 9)","('reality', 9)","('human', 8)","('beyond', 7)","('one', 7)","('actual', 7)","('wrote', 6)","('experience', 6)","('according', 6)"
Moritz Schlick_6 Relativity.txt,"('schlick', 30)","('space', 18)","('principles', 13)","('apriori', 12)","('relativity', 11)","('reichenbach', 11)","('physics', 10)","('general', 10)","('einstein', 9)","('theory', 9)","('constitutive', 8)","('time', 7)","('knowledge', 7)","('synthetic', 7)","('since', 6)","('vienna', 6)","('cassirer', 6)","('first', 5)","('thus', 5)","('experience', 5)"
The Philosophy of Neuroscience_6 A Result of the Coevolutionary Research Ideology Philosophys Emphasis on Cognitive and Computational Neuroscience.txt,"('neuroscience', 13)","('experimental', 9)","('levels', 7)","('computational', 7)","('one', 5)","('scientific', 5)","('still', 5)","('activity', 5)","('philosophers', 5)","('model', 5)","('resources', 5)","('molecular', 4)","('mechanisms', 4)","('systems', 4)","('research', 4)","('methods', 4)","('see', 4)","('cellular', 3)","('conductance', 3)","('results', 3)"
States of Affairs_4 States of Affairs as Complexes.txt,"('affairs', 59)","('state', 34)","('states', 26)","('parts', 21)","('objects', 17)","('part', 15)","('exist', 13)","('ontologically', 13)","('properties', 12)","('hence', 8)","('see', 8)","('complex', 8)","('relation', 8)","('principle', 8)","('identity', 8)","('depends', 8)","('wise', 7)","('particulars', 7)","('different', 7)","('vesuvius', 7)"
Aristotles Logic_8 Dialectical Argument and the Art of Dialectic.txt,"('aristotle', 15)","('premises', 14)","('dialectical', 11)","('one', 9)","('argument', 8)","('person', 8)","('topics', 8)","('art', 8)","('often', 7)","('term', 6)","('dialectic', 6)","('terms', 6)","('arguments', 5)","('also', 5)","('different', 5)","('form', 5)","('method', 5)","('beliefs', 5)","('opinions', 5)","('acceptable', 5)"
Phenomenal Intentionality_3 The place of PIT in logical space.txt,"('pit', 16)","('states', 16)","('theories', 10)","('intentionality', 10)","('reductive', 9)","('consciousness', 9)","('view', 8)","('representationalism', 8)","('mental', 7)","('phenomenal', 7)","('tracking', 6)","('conceptual', 6)","('role', 6)","('content', 5)","('also', 5)","('versions', 5)","('intentional', 5)","('see', 4)","('relations', 3)","('views', 3)"
Moral Psychology  Empirical Approaches_4 Virtue Ethics and Skepticism About Character.txt,"('virtue', 30)","('character', 24)","('moral', 22)","('psychology', 17)","('ethics', 15)","('doris', 15)","('empirical', 11)","('may', 10)","('good', 9)","('skeptics', 9)","('expertise', 9)","('skepticism', 8)","('account', 8)","('social', 7)","('behavior', 7)","('people', 7)","('ethical', 7)","('practical', 7)","('empirically', 6)","('sometimes', 6)"
Logic and Artificial Intelligence_12 Prospects for a Logical Theory of Practical Reason.txt,"('logic', 9)","('reasoning', 7)","('work', 4)","('deontic', 4)","('practical', 3)","('ideas', 3)","('see', 3)","('one', 3)","('hope', 2)","('methods', 2)","('planning', 2)","('development', 2)","('problems', 2)","('common', 2)","('sense', 2)","('formalizations', 2)","('testing', 2)","('developing', 2)","('problem', 2)","('classical', 2)"
The Language of Thought Hypothesis_5 The Connectionist Challenge.txt,"('structure', 15)","('neural', 13)","('classical', 13)","('systematicity', 10)","('constituency', 10)","('network', 9)","('fodor', 9)","('connectionists', 8)","('one', 7)","('representations', 7)","('nonconcatenative', 7)","('connectionism', 6)","('networks', 5)","('nodes', 5)","('computation', 5)","('explain', 5)","('representation', 5)","('rulegoverned', 4)","('symbol', 4)","('manipulation', 4)"
Descartes Epistemology_5 CD Rule and the Road to Perfect Knowledge.txt,"('god', 23)","('rule', 20)","('meditation', 18)","('clearly', 14)","('error', 14)","('doubt', 13)","('distinctly', 12)","('allperfect', 11)","('evil', 10)","('descartes', 9)","('clear', 9)","('first', 8)","('problem', 8)","('distinct', 8)","('argument', 8)","('arguments', 8)","('genius', 7)","('passage', 7)","('fourth', 7)","('meditator', 7)"
Moral Cognitivism vs  Non Cognitivism_6 Conclusion.txt,"('moral', 4)","('claim', 4)","('rather', 2)","('realist', 2)","('discourse', 2)","('became', 2)","('subtle', 2)","('judgments', 2)","('could', 2)","('true', 2)","('false', 2)","('noncognitivism', 1)","('first', 1)","('came', 1)","('scene', 1)","('starkly', 1)","('drawn', 1)","('alternative', 1)","('prevailing', 1)","('cognitivist', 1)"
The Notation in Principia Mathematica_6 Variables.txt,"('variables', 16)","('type', 11)","('range', 10)","('variable', 9)","('bound', 8)","('phi', 6)","('types', 6)","('functions', 5)","('theory', 5)","('must', 5)","('individual', 4)","('use', 4)","('example', 4)","('ranges', 4)","('free', 4)","('real', 4)","('also', 4)","('constants', 3)","('system', 3)","('however', 3)"
The Correspondence Theory of Truth_2 Truthbearers Truthmakers Truth.txt,"('property', 6)","('concept', 6)","('truth', 4)","('talk', 4)","('one', 4)","('true', 4)","('used', 4)","('account', 4)","('truthbearers', 3)","('noun', 3)","('refer', 3)","('might', 3)","('correspondence', 2)","('whenever', 2)","('wants', 2)","('stay', 2)","('neutral', 2)","('choices', 2)","('points', 2)","('kept', 2)"
Propositions_8 The Individuation of Propositions.txt,"('propositions', 90)","('world', 55)","('proposition', 45)","('true', 45)","('one', 36)","('truth', 32)","('possible', 29)","('entities', 24)","('view', 21)","('would', 20)","('worlds', 20)","('type', 20)","('representational', 20)","('might', 18)","('properties', 17)","('way', 17)","('certain', 16)","('exist', 14)","('arguments', 14)","('thought', 14)"
Narrow Mental Content_7 Conclusion.txt,"('content', 4)","('narrow', 3)","('extent', 3)","('idea', 2)","('many', 2)","('nature', 2)","('evident', 1)","('highly', 1)","('controversial', 1)","('thinkers', 1)","('reject', 1)","('others', 1)","('seems', 1)","('attractive', 1)","('way', 1)","('think', 1)","('kind', 1)","('aspect', 1)","('mental', 1)","('closely', 1)"
Epistemology_2 What is Knowledge.txt,"('know', 20)","('knowing', 20)","('knowledge', 17)","('belief', 14)","('fact', 12)","('see', 11)","('luck', 10)","('cognitive', 9)","('facts', 9)","('many', 8)","('person', 8)","('merely', 8)","('true', 8)","('kinds', 7)","('success', 7)","('even', 7)","('sufficient', 7)","('view', 7)","('particular', 6)","('genus', 6)"
Logical Constants_8 Problem or pseudoproblem.txt,"('logical', 33)","('constants', 20)","('argument', 16)","('logic', 12)","('distinction', 10)","('validity', 10)","('consequence', 10)","('forms', 9)","('nonlogical', 9)","('conclusion', 9)","('demarcater', 8)","('arguments', 8)","('one', 8)","('show', 7)","('debunker', 6)","('demarcaters', 6)","('view', 6)","('valid', 6)","('invalid', 6)","('form', 6)"
Mental Representation in Medieval Philosophy_4 Henry of Ghent and John Duns Scotus on Mental Content.txt,"('mental', 8)","('view', 7)","('distinction', 7)","('representation', 4)","('divine', 4)","('thought', 4)","('see', 4)","('thing', 4)","('represented', 4)","('scotus', 4)","('mind', 4)","('object', 4)","('henry', 3)","('cognition', 3)","('ideas', 3)","('later', 3)","('one', 2)","('intentionality', 2)","('features', 2)","('hand', 2)"
A Priori Justification and Knowledge_1 Examples that illustrate the difference between a priori and a posteriori empirical justification.txt,"('justified', 11)","('priori', 5)","('justification', 5)","('posteriori', 5)","('proposition', 5)","('believing', 4)","('first', 4)","('propositions', 3)","('way', 3)","('members', 3)","('thinking', 2)","('true', 2)","('merely', 2)","('understanding', 2)","('contrast', 2)","('empirically', 2)","('prime', 2)","('false', 2)","('example', 2)","('possible', 2)"
Moores Moral Philosophy_1 Nonnaturalism and the OpenQuestion Argument.txt,"('moral', 13)","('judgements', 9)","('moore', 9)","('property', 9)","('true', 7)","('view', 6)","('goodness', 6)","('good', 6)","('argument', 6)","('one', 5)","('distinct', 5)","('nonnaturalism', 4)","('two', 4)","('nonmoral', 4)","('principia', 4)","('ethica', 4)","('report', 4)","('could', 4)","('even', 4)","('desire', 4)"
Logicism and Neologicism_4 Constructive Logicism.txt,"('rules', 23)","('constructive', 14)","('natural', 13)","('logic', 11)","('antirealist', 10)","('arithmetic', 10)","('theory', 9)","('logical', 9)","('operators', 9)","('one', 9)","('logicist', 9)","('number', 9)","('numbers', 8)","('gentzen', 7)","('operator', 7)","('would', 7)","('logicism', 7)","('could', 6)","('rule', 6)","('approach', 6)"
Physicalism_13 Physicalism and the Physicalist World Picture.txt,"('physicalism', 19)","('idea', 12)","('world', 11)","('theory', 10)","('sciences', 9)","('thesis', 8)","('final', 7)","('physics', 7)","('physical', 6)","('exist', 6)","('science', 5)","('special', 5)","('metaphysical', 4)","('clearly', 4)","('however', 4)","('view', 4)","('causal', 4)","('closure', 4)","('abstract', 4)","('objects', 4)"
